"Id","Name","Name pt-PT","Card Text"
100747,Fleetness,Agilidade,"Ação com +1 de furtividade.
[cel] (D) Sangrar.
[CEL] (D) Entre em combate contra um servo travado. Este vampiro agente recebe 1 manobra opcional durante o combate resultante."
100414,Conservative Agitation,Agitação dos Conservadores,"Aloque X pontos entre dois ou mais Matusaléns, onde X é a quantidade de Matusaléns em jogo. Referendo bem-sucedido significa que cada Matusalém perde 1 de recurso para cada ponto alocado. "
101567,Reckless Agitation,Agitação Imprudente,"Requer um vampiro Independente ou Anarquista de capacidade 5 ou mais.
Distribua seis pontos entre dois ou mais outros Matusaléns. Se o referendo for bem-sucedido, cada Matusalém queima 1 de recurso para cada ponto alocado."
102159,Waters of Duat,Águas de Duat,"Ação com +1 de furtividade. Requer um Ministro não-estéril de capacidade 5 ou mais.
Coloque esta carta em jogo. Ela representa um Ministro não-único com 1 de capacidade da mesma seita que o Ministro agente e que precisa caçar neste turno. Você pode procurar em sua biblioteca (embaralhe em sequida), mão e/ou pilha de cinzas por uma carta mestre de Disciplina e colocá-la neste novo vampiro."
100029,Aid from Bats,Ajuda dos Morcegos,"[ani] Golpe: 1Di de dano, com 1 manobra opcional.
[ANI] Como acima, com 1 pressionar opcional."
100033,"Akhenaten, The Sun Pharaoh","Akhenaten, O Faraó do Sol","Múmia unica com 3 de vida. 3 de força, 1 de sangrar.
Akhenaten pode jogar cartas que requerem Necromancia [nec] como um vampiro com capacidade 3. Em combate com um Seguidor de Set, qualquer dano que ele inflija é agravado. Akhenaten pode queimar a si mesmo e um Seguidor de Set controlado por sua presa como uma ação (D). Se ele for queimado, embaralhe-o na biblioteca de seu dono."
100037,Alamut,Alamut,"Local. Única. Depois que um Banu Haqim que você controla sangrar com sucesso um Matusalém, coloque os recursos perdidos por este Matusalém nesta carta. Você pode queimar X contadores desta carta durante a etapa de votação de uma ação política para conceder a um vampiro que você controla +X votos."
101342,Pack Alpha,"Alfa da Matilha
","Um vampiro pode jogar somente um Alfa da Matilha a cada rodada.
[ani] Este vampiro emprega um lacaio animal de sua mão antes da distância ser determinada. Pague o custo normalmente.
[ANI] Queime um lacaio animal empregado por este vampiro e coloque esta carta neste vampiro. O servo com esta carta recebe +1 de força. Um servo pode possuir apenas um Alfa da Matilha."
100039,"Alia, God's Messenger","Alia, Mensageira de Deus","Dampira unico com 2 de vida. 1 de força, 0 de sangrar.
Requer pelo menos duas cartas de Gehenna em jogo. Alia pode jogar cartas que reuqre Auspícios [aus] básico ou Obeah [obe] como uma vampira. Ela pode mover um vampiro de sua região de torpor para sua região pronta como uma ação com +1 de furtividade. Ações (D) direcionadas a ela custam 1 de recurso adicional."
101411,Political Ally,Aliado Político,"Mortal único com 1 de vida. 0 de força, 3 de sangrar. "
100436,Covenant of Blood,Aliança de Sangue,"Requer um vampiro pronto não-Camarilla com capacidade maior que 7.
Coloque essa carta em jogo. Qualquer vampiro não-Camarilla pode entrar em combate com qualquer vampiro da Camarilla controlado por outro Matusalém como uma ação (D). Qualquer vampiro pode queimar essa carta com uma ação (D). Vampiros da Camarilla recebem -1 de furtividade quando tentam essa ação."
100796,Fueled by Heart's Blood,Alimentado pelo Sangue do Coração,"Gehenna. Não reponha até que um vampiro cometa diablerie.
Esta carta entra em jogo com 10 contadores. Depois que outro evento de gehena for jogado, queime 1 contador desta carta. Caçadas de sangue não podem ser convocadas contra vampiros de capacidade maior que a quantidade de contadores nesta carta que tenha cometido diablerie em um vampiro mais jovem."
102056,Unburdening the Bestial Soul,Aliviando a Alma Bestial,"[ani] Ação com +1 de furtividade. Mova 1 ou mais de sangue deste vampiro para outro vampiro.
[obe] Como [ani] acima, e destrave o vampiro agente.
[OBE] (D) Coloque essa carta em um aliado ou vampiro mais jovem. O servo com essa carta não pode fazer ações, bloquear ou jogar cartas de reação. Durante a fase de destravar deste servo, essa carta é queimada a menos que este vampiro agente queime 2 de sangue."
101833,Soul of the Earth,Alma da Terra,"Ação com +1 de furtividade.
Coloque esta carta em um Gárgula Escravo. O Gárgula com esta carta pode queimá-la para reduzir o custo de recrutar ou empregar um aliado ou lacaio que requer Gárgula por até 3 de sangue ou recursos."
100041,Alvusia,Alvusia,"Única.
Coloque esta carta em jogo com 1 contador para cada Tremere e Gárgula que você controla. Durante uma ação, você pode queimar 1 contador desta carta para conceder a um escravo Gárgula que você controla +1 de sangrar ou +1 de força. Adicione 1 contador nesta carta após um Tremere ou Gárgula entrar em jogo durante sua fase de influência. Queime esta carta se ela não tiver contadores."
100485,Dabbler,Amador,"Arquétipo. Trivial.
Coloque esta carta em um vampiro que você controla. Uma vez por turno, este vampiro pode ganhar 1 de sangue ou queimar 1 de sangue para destravar depois de realizar uma ação (bem-sucedida ou não) em que foram usadas 3 ou mais Disciplinas para jogar cartas. Um vampiro pode possuir apenas um arquétipo."
100042,Amam the Devourer,Amam o Devorador,"Mumia unica com 3 de vida. 2 de força, 0 de sangrar.
Aman pode entrar em combate com um servo como uma ação (D). Aman pode queimar um vampiro em torpor para ganhar 1 de vida como uma ação (D). Se um servo opondo Aman em combate for queimado, Aman pode ganhar 1 de vida. Se Aman for queimado, embaralhe-o na biblioteca de seu dono."
100044,"Ambrosius, The Ferryman","Ambrosio, O Barqueiro","Aparição unica com 2 life. 1 de força, 0 de sangrar.
Ambrosio pode mover um lacaio de sua pilha de cinzas para um vampiro pronto que você controla e colocar 3 contadores de pathos naquele lacaio como uma ação. Durante sua fase de destravar, queime 1 contador de pathos daquele lacaio. Remova o lacaio de jogo se ele não tiver contadores de pathos. Ambrosio é imune a dano não-agravado."
101978,Threats,Ameaças,"Somente utilizável durante uma ação de sangrar.
[dom] +1 de sangrar (limitado)
[DOM] +2 de sangrar (limitado)."
100048,Amulet of Temporal Perception,Amuleto da Percepção Temporal,"Única.
Este vampiro pode queimar 1 de sangue para jogar uma carta que requer Temporis básico [tem] de sua mão. Este equipamento pode ser usado somente uma vez por turno."
100070,Animalism,Animalismo,"Disciplina.
Coloque esta carta em um vampiro. Este vampiro recebe +1 nível de Animalismo [ani] e +1 de capacidade. Não pode ser colocado em um vampiro com Animalismo superior [ANI]."
100866,Guardian Angel,Anjo da Guarda,Coloque esta carta em um vampiro pronto que você controla. Este vampiro recebe +1 de percepção durante ações de sangrar contra você. Este vampiro pode prevenir 1 de dano por combate. Queime esta carta se este vampiro estiver em torpor.
100074,"Anthelios, The Red Star","Anthelios, A Estrela Vermelha","Gehenna.
Em cada fase mestre, um Matusalém pode usar uma ação de fase mestre para trocar uma carta mestre em sua mão por uma em sua pilha de cinzas."
100077,Apportation,Aportar,"[tha] Pressionar, somente utilizável para continuar o combate.
[THA] Manobra."
100196,Blood Buff,Aprimoramento Sanguíneo,"Trivial.
Coloque esta carta em um Irmão de Sangue pronto que você controla. Este Irmão de Sangue recebe +1 nível de Sanguinus [san]."
101679,Sanguine Entrapment,Aprisionamento Sanguíneo,"Somente utilizável antes da distância ser determinada. Um vampiro pode jogar somente um Aprisionamento Sanguíneo a cada round.
[cel][qui] O servo oponente não pode golpear: esquiva neste round.
[CEL][QUI] O servo oponente não pode golpear: fim de combate neste round."
100031,Aire of Elation,Ar de Euforia,"Somente utilizável durante uma ação de sangrar.
[pre] +1 de sangrar, com +1 de sangrar adicional se este vampiro for Toreador (limitado).
[PRE] +2 de sangrar, com +1 de sangrar adicional se este vampiro for Toreador (limitado)."
100079,"Aranthebes, The Immortal","Aranthebes, O Imortal","Ação com +1 de furtividade. Única.
Coloque esta carta em jogo. Você pode travar Aranthebes para dar a um servo controlado por seu predador -1 de furtividade. Enquanto Aranthebes estiver destravado, vampiros de capacidade 4 ou menos recebem -1 de sangrar contra você. Vampiros de capacidade 5 ou mais podem embaralhar Aranthebes em sua biblioteca com uma ação (D)."
100912,Herald of Topheth,Arauto de Topheth,"Demônio com 5 de vida. 3 de força, 1 de sangrar, vôo [FLIGHT].
O Arauto pode entrar em combate com um minion pronto controlado por outro matusalém como uma ação (D). O Arauto pode jogar cartas que requeiram Daimoinon [dai] básico, Potência [pot] e/ou Presença [pre] como um vampiro com capacidade 5. Se uma carta iria dar sangue a ele, dê vida ao invés disso. Se o Arauto tiver menos que 5 de vida durante a fase de destravar, adicione 1 de vida. Durante sua fase de influência, queime 1 de recurso ou queime o Arauto."
101014,Ivory Bow,Arco de Marfim,"Arma. Única.
Golpe: 1Di de dano agravado."
100084,Archon,Arconte,"Requer um príncipe ou justicar.
Escolha um vampiro da Camarilla. Referendo bem-sucedido significa que esta carta é colocada no vampiro escolhido. O vampiro anexado pode entrar em combate com um vampiro com uma ação (D) com +1 de furtividade. Vampiros que tentam bloquear este vampiro queimam 1 de sangue. Caçadas de sangue não podem ser convocadas neste vampiro. Vampiros da Camarilla podem convocar um referendo para queimar esta carta com uma ação política com +1 de furtividade."
101796,Skullduggery,Ardilosidade,"Requer um anarquista pronto.
[obf] (D) Sangrar com +1 de furtividade, com um manobra opcional no combate resultante se a ação for bloqueada.
[pre] (D) Sangrar com +1 de sangrar.
[pro] (D) Sangrar com +1 de furtividade."
100088,Armor of Terra,Armadura de Terra,"Ação com +1 de furtividade.
[tha] Coloque essa carta em um Gárgula escravo que você controle. O Gárgula com essa carta trata dano agravado como normal. Queime esta carta se esse Gárgula for para torpor. Um Gárgula só pode ter uma Armadura de Terra.
[vis] Como [tha] acima, mas coloque esta carta neste Gárgula agente.
[VIS] Como [vis] acima, e o Gárgula com essa carta pode previnir 1 de dano a cada combate."
101639,Rise of the Nephtali,Ascensão dos Nephtali,"Gehenna. Requer 1 ou mais outros eventos de Gehenna em jogo. Não reponha até que um vampiro se torne um Liaison.
Vampiros Independentes podem receber o título Independente unico de Liaison (4 votos) com uma ação. Se este título for ser contestado com um vampiro mais jovem, o vampiro mais jovem imediatamente abdica ao invés de contestar."
100794,Frontal Assault,Assalto Frontal,"Coloque esta carta em jogo. Cada servo pronto que você controla pode entrar em combate contra um servo controlado por sua presa com uma ação (D). Ganhe 1 de recurso toda vez que um servo controlado por sua presa for queimado ou enviado para torpor. Durante sua fase de influência, queime esta carta e queime 1 de recurso para cada servo pronto controlado por sua presa."
100253,Brick Laying,Assentamento de Tijolos,"[pot] (D) Queime um refúgio em um aliado ou vampiro mais jovem, ou trave um aliado ou vampiro mais jovem.
[POT] Como acima, e inflija 1 de dano naquel servo."
100232,Bollix,Atrapalhar,"Requer um Anarquista.
[cel] Manobra ou pressionar.
[pre] Cancele uma carta de mira, de frenesi ou de agarrar assim que ela for jogada pelo servo oponente. Seu custo não é pago.
[tha] Golpe: golpe de mão com +1 de dano. Este dano não pode ser prevenido por cartas que requerem Fortitude [for]. Os golpes com armas do vampiro oponente não infligem dano nesta rodada."
100333,Charismatic Aura,Aura Carismática,"[aus] [pre] Queime 1 de sangue para cancelar uma carta de golpe do servo oponente (o servo escolhe outro golpe) ou carta de agarrão assim que ela for jogada, seu custo não é pago. Um vampiro pode jogar somente uma Aura Carismática no básico por rodada.
[AUS] [PRE] Golpe: fim de combate."
101635,Righteous Aura,Aura do Justo,"Somente utilizável se esse vampiro estiver pronto e o servo oponente não.
Coloque esta carta neste vampiro. Este vampiro recebe +2 de sangrar. Queime esta carta se este vampiro estiver prestes a deixar a região pronta. Um vampiro pode ter somente uma Aura do Justo."
100114,Auspex,Auspícios,"Disciplina.
Coloque esta carta em um vampiro. Este vampiro recebe +1 nível de Auspícios [aus] e +1 de capacidade. Não pode ser colocado em um vampiro com Auspícios superior [AUS]."
101420,Port Authority,Autoridade Portuaria,"Governo.
Quando um Matusalém usa uma ação da fase de descartes para descartar uma carta, ele ou ela não compra para repor até sua próxima fase de destravar."
100080,Arcane Appraiser,Avaliador Arcano,"Caniçal. Única. 1 de vida, 0 de força e 1 de sangrar.
O Avaliador Arcano pode mover um equipamento de um vampiro em torpor para um lacaio pronto que você controla com uma ação (D) com +1 de furtividade. Se uma segunda cópia de um equipamento único que você controla for entrar em jogo, queime-o."
100118,Aversion,Aversão,"[cel] Reduza um sangrar contra você em 1.
[val] Queime X de recurso para reduzir um sangrar contra você em 2X+1.
[VAL] Somente utilizável quando ums ervo estiver te sangrando por 1 ou mais. Coloque esta carta no servo agente. Você ainda controla esta carta. Este servo recebe -1 de sangrar quando sangura você. Qualquer servo pode queimar esta carta como uma ação (D) com +1 de furtividade."
100243,Bowl of Convergence,Bacia da Convergência,"Única.
O portador com Auspícios [aus] recebe +1 de percepção. O portador com Auspícios superior [AUS] pode queimar 1 de sangue durante uma ação para receber +1 de percepção adicional."
100427,Corpse Balloon,Balão de Corpos,"Carniçal. 1 de vida.
[vic] Se o servo com esse lacaio bloquear uma ação (D), ele ou ela recebe uma manobra opcional no primeiro round do combate resultante.
[VIC] Como acima, e esse servo recebe +1 de percepção contra ações (D)."
100844,Goth Band,Banda Gótica,"Mortal com 2 de vida. 1 de força, 0 de sangrar.
Como uma ação (D) com +1 de furtividade, a Banda Gótica pode mover um contador de qualquer carta mestra controlada por outro Matusalém para uma carta mestra que você controla que usa contadores . O contador é mudado para um contador do tipo apropriado para a nova carta."
101254,Murder of Crows,Bando de Corvos,"Animal. 1 de vida.
[ani] Bando de Corvos inflige 1Di de dano ao servo oponente a cada rodada de combate durante a resolução normal de golpe.
[ANI] Como acima, mas Bando de Corvos possui 2 de vida."
100131,Banishment,Banimento,"Escolha um vampiro pronto mais jovem. Se o referendo for aprovado, o vampiro escolhido é movido para a região não controlada (quebrando quaisquer efeitos de controle temporário); cartas e contadores permanecem no vampiro, mas ficam fora de jogo enquanto o vampiro escolhido permanecer não controlado."
101034,Kaymakli Barrier,Barreira Kaymakli,"Requer um vampiro pronto. Única.
(D) Coloque essa carta em um vampiro pronto mais jovem. Você ainda controla essa carta. Esse vampiro não pode bloquear ações indiretas. Ações (D) custam a esse vampiro 1 de sangue adicional."
101435,Powerbase: Los Angeles,Base de Poder: Los Angeles,"Local único.
Durante sua fase de descartar, você pode travar esta carta para receber +1 ação de fase de descartar. Se você usar esta ação da fase de descartar para descartar uma carta que requer um Anarquista ou que faça com que um vampiro se torne Anarquista, você pode destravar um Anarquista pronto. Qualquer Anarquista controlado por outro Matusalém pode roubar esta carta para seu controlador com uma ação (D)."
101439,Powerbase: Montreal,Base de Poder: Montreal,"Local. Única.
Durante sua fase de influência, você pode adicionar 1 de sangue a um vampiro em sua região não controlada. Qualquer vampiro pode roubar este local com uma ação (D)."
100359,Clio's Kiss,Beijo de Clio,"Ação com +1 de furtividade.
[dom] (D) Queime 1 de recurso de um Matusalém que está contestando uma carta com você.
[tem] Troque uma carta em sua mão por qualquer carta não-mestra, não-única em sua biblioteca ou pilha de cinzas.
[TEM] (D) Escolha uma carta de vampiro pronto que outro Matusalém está contestando com você. Aquele Matusalém desiste daquela cópia. Se não existirem outros Matusaléns contestando aquele vampiro, coloque sua cópia do vampiro em sua região controlada com a face virada para cima, destravada. "
101061,Kiss of Lachesis,Beijo de Lachesis,"Ação com +1 de furtividade.
[ser] (D) Queime um lacaio ou um equipamento não-único.
[tem] (D) Queime um aliado, lacaio ou equipamento não-único.
[TEM] Mova uma carta de equipamento não-única da pilha de cinzas de qualquer Matusalém para esse vampiro. Se o equipamento vem de sua pilha de cinzas, pague metade do custo arredondado pra baixo, caso contrário não pague custo nenhum."
101727,Serpent's Numbing Kiss,Beijo Entorpecente da Serpente,"[pre][ser] Golpe: Fim de combate.
[PRE][SER] Como acima, e se a distância é curta, esse vampiro queima 1 de sangue para colocar essa carta no servo oponente e travá-lo. O servo anexado não destrava normalmente. Queime essa carta durante a fase de destravar deste servo."
100018,Aching Beauty,Beleza Dolorosa,"Coloque esta carta em qualquer Toreador. Se este Toreador for bloqueado, o controlador do servo que bloquear queima 1 de recurso antes da resolução do bloqueio."
100185,Blessing of the Name,Benção do Nome,"Ação com +1 de furtividade.
Utilizável por um Salubri antitribu travado. Você não pode jogar esta carta se você tiver uma Benção do Nome em jogo. Coloque esta carta em jogo e escolha este vampiro agente e até dois outros servos que você controle. Os servos escolhidos destravam, e tem +1 de percepção e infligem +1 de dano com armas brancas enquanto esta carta estiver em jogo. Durante sua fase de destravar, queime esta carta e trave os servos selecionados."
100186,Blessings of the Loa,Bênçãos dos Loa,"Única.
Coloque esta carta em jogo. Os Samedi que você controla de capacidade 4 ou mais, recebem +1 de sangrar contra sua presa por cada vampiro em torpor que ele controlar."
102169,Weighted Walking Stick,Bengala Pesada,"Somente utilizável antes que a distância seja determinada durante a primeira rodada do combate.
Coloque esta carta com 5 contadores neste servo; ela se torna uma arma branca (equipamento) que pode infligir força + 1 de dano como golpe. Para cada dano infligido por este golpe (mesmo que prevenido), queime 1 contador desta carta. Queime esta carta quando ela não tiver mais contadores. Um servo pode ter somente uma Bengala Pesada."
100620,Elder Library,Biblioteca Antiga,"Local. Única.
+1 de tamanho de mão."
100081,Arcane Library,Biblioteca Arcana,"Local. Única.
Durante sua fase de influência, você pode travar esta carta para adicionar 1 de sangue a um Tremere em sua região não controlada."
100607,Eccentric Billionaire,Bilionário Excêntrico,"Mortal com 1 de vida. 0 de força, 2 de sangrar.
Bilionário pode travar para reduzir o custo de um equipamento ou local que você ou qualquer um de seus servos jogar em 1 recurso. Somente um bilionário pode ser usado para reduzir o custo de uma carta. "
100160,Bima,Bima,"Carniçal com com 2 de vida. 2 de força, 1 de sangrar.
Depois de Bima entrar em jogo, coloque uma carta de disciplina nele de sua mão ou queime Bima. Bima pode jogar cartas que requerem o nível básico daquela Disciplina como um vampiro."
101536,"Rack, The","Boate, A","Local. Única.
Quando esta carta é jogada ou quando seu controlador mudar, o controlador escolhe um vampiro pronto que controle. Durante a fase de destravar do controlador, o vampiro escolhido pode ganhar 2 de sangue. Um vampiro controlado por outro Matusalém pode roubar este local com uma ação (D)."
100199,Blood Doll,Boneca de Sangue,"Coloque esta carta em um vampiro que você controla. Durante sua fase de mestre, o controlador pode mover 1 de sangue deste vampiro para seus recursos ou de seus recursos para este vampiro."
100227,Blur,Borrão,"[cel] Golpe adicional (limitado).
[CEL] 2 golpes adicionais (limitado)."
101736,Shadow Boxing,Boxe Sombra,"[obf][pot] [COMBAT] Manobra, somente utilizável para manobrar para curta distância, ou pressionar, somente utilizável para continuar o combate.
[OBF][POT] [ACTION MODIFIER] Somente utilizável depois de um combate resultante de um bloqueio. Não utilizável se o servo que bloqueou estiver pronto. Este vampiro queima 1 de sangue para continuar a ação como se ela não tivesse sido bloqueada."
102229,Line Brawl,Briga de Rua,"Requer um Anarquista.
[cel] (D) Roube 1 de recurso de outro Matusalém.
[pot] (D) Entre em combate contra um servo.
[pre] (D) Sangre com +1 de sangrar."
100254,Brigitte Gebauer,Brigitte Gebauer,"Aparição unica com 3 de vida. 1 de força, 2 de sangrar.
Trave Brigitte quando um servo que você controla anunciar uma ação de sangrar para dar a ele +1 de sangrar para aquela ação. Se aquela ação for bloqueada e um combate ocorrer, Brigitte queima 1 de vida."
100259,"Bruisers, The","Brutamontes, os","Mortal unico com 2 de vida. 2 de força, 0 de sangrar.
Os Brutamontes podem fazer uma ação (D) para queimar um local controlado por sua presa."
101329,Order of Hermes Cabal,Cabala da Ordem de  Hermes,"Mago unico com 2 de vida. 0 de força, 1 de sangrar.
Cabala pode golpear por 1di de dano agravado. Cabala pode entrar em combate com qualquer Tremere controlado por outro Matusalém como uma ação (D)."
100202,Blood Hunt,Caçada de Sangue,"Ação com +1 de furtividade. Requer um príncipe ou justicar.
(D) Coloque esta carta em um vampiro que não seja príncipe, justicar ou membro do Círculo Interno. Qualquer vampiro pode entrar em combate contra o vampiro anexo com uma ação (D) com +1 de furtividade."
100014,Abyssal Hunter,Caçador Abissal,"Demônio com 4 de vida. 3 de força, 0 de sangrar.
Caçador abissal pode infligir 1 de dano em qualquer servo como uma ação (D). Durante sua fase de destravar, Caçador Abissal inflige 1 de dano em um vampiro pronto que você controla. Queime Caçador Abissal se qualquer dano agravado a distância for infligido nele (mesmo se previnido)."
101250,Muddled Vampire Hunter,Caçador de Vampiros Confuso,"Mortal unico com 1 de vida. 4 de força, 0 de sangrar.
O Caçador de Vampiros Confuso golpeia com golpe rápido. Ele pode entrar em combate com um vampiro pronto controlado por outro Matusalém como uma ação (D)."
