Id,Name,Card Text
100303,Entrepôt de viande de Carver,"Lieu unique.
Après qu'un vampire de capacité 3 ou moins va en torpeur, mettez 1 compteur otage sur lui. Les vampires avec au moins un compteur otage ne peuvent pas être déplacés vers la région disponible ou être diablés. Vous pouvez incliner ce lieu durant votre phase de maître pour ajouter X points de sang à un vampire disponible que vous contrôlez, où X est le nombre de vampires avec au moins un compteur otage. Durant n'importe quelle phase de redressement, n'importe quel vampire disponible peut brûler 2 points de sang pour brûler les compteurs otage de n'importe quel vampire. Après que cette carte quitte le jeu, brûlez tous les compteurs otage."
100308,Conseil des chats,"[ani] Seulement utilisable par un vampire incliné qui a bloqué, après la résolution du blocage. Redressez ce vampire.
[ANI] +1 en interception."
100323,Changement de cible,"Seulement utilisable si ce serviteur est bloqué, avant la résolution du blocage.
Redressez ce serviteur et l'action prend fin (sans succès). Ce serviteur ne peut pas effectuer la même action à nouveau ce tour-ci."
100324,Changelin,"[vic] Seulement utilisable durant une action de morsure. +1 en morsure (limité).
[VIC] +1 en discrétion."
100327,Canal 10,"Lieu unique.
Vous pouvez l'incliner pour donner +2 en interception à un serviteur que vous contrôlez. Non utilisable durant la première action d'une phase de serviteur."
100329,Fondation,"Lieu unique.
Vous pouvez incliner cette carte et brûler 1 point de réserve ou 1 point de sang d'un Tremere disponible que vous contrôlez durant votre phase de maître pour déplacer un Tremere de torpeur vers la région disponible de son contrôleur."
100335,Charnas le diablotin,"Démon unique avec 1 point de vie.
Mettez Charnas sur n'importe quel serviteur (ceci est une action (D) à +1 en discrétion si le serviteur ciblé est contrôlé par un autre Mathusalem). Charnas inflige 1 point de dégâts à son employeur durant sa phase de redressement. Charnas est immunisé aux dégâts de son employeur. Si son employeur est sur le point d'être brûlé, son contrôleur peut mettre Charnas sur n'importe quel autre serviteur."
100344,Maraudeur chiroptère,"[vic] Manœuvrer.
[VIC] Brûler 1 point de sang pour aggraver les dégâts des frappes à mains nues de ce vampire ce round-ci."
100356,Griffes des morts,"[pro] Les dégâts des frappes à mains nues de ce vampire sont aggravés ce round-ci.
[PRO] Manœuvrer."
100362,Masquer l'assemblée,"[obf] +1 en discrétion.
[OBF] Seulement utilisable par un vampire disponible autre que le serviteur qui agit. Le serviteur qui agit reçoit +1 en discrétion."
100366,Club Illusion,"Lieu unique.
Un Anarch peut brûler 1 point de sang une fois lorsqu'il annonce une action de morsure pour recevoir +1 en morsure pour cette action."
100374,Codex des Jardiniers édeniens,"Unique.
Son possesseur reçoit -2 en discrétion quand il mord. Ce vampire peut mordre en action (D) qui coûte 1 point de sang ; cette action reçoit +3 en morsure si le Mathusalem ciblé ne contrôle pas de serviteur redressé et disponible."
100378,Coma,"[dem] Frapper : envoyer le vampire opposé en torpeur.
[DEM] Comme ci-dessus et le vampire opposé ne se redresse pas normalement durant sa prochaine phase de redressement."
100390,Piratage informatique,(D) Mordre à +1 en morsure.
100401,Conditionnement,"Seulement utilisable durant une action de morsure.
[dom] +2 en morsure (limité).
[DOM] +3 en morsure (limité)."
100405,Confusion,"Seulement utilisable durant une action de morsure.
[dem] +1 en morsure (limité).
[DEM] +1 en discrétion et +1 en morsure (limité)."
100410,Faveur consanguine,"Faveur.
Choisissez un clan. Si le référendum passe, chaque Mathusalem gagne 1 point de réserve pour chaque vampire du clan choisi sous son contrôle."
100416,Révolution permanente,"Action à +1 en discrétion. Requiert un Anarch. Unique.
Mettre cette carte en jeu avec 1 compteur. Durant votre phase de redressement, ajoutez 1 compteur à cette carte. Durant la phase de redressement de chaque autre Mathusalem, ce Mathusalem brûle X points de réserve et/ou cartes au hasard de sa main, où X est le nombre de compteurs sur cette carte. N'importe quel vampire peut brûler cette carte en action (D) qui coûte 1 point de réserve."
100435,La cabale,"Unique. Triviale.
Mettez cette carte en jeu. Vous pouvez l'incliner pour ajouter 2 points de sang à un vampire disponible que vous contrôlez. Durant votre phase de défausse, votre prédateur prend le contrôle de cette carte."
102213,Sabotage insidieux,"Action à +1 en discrétion.
X est le nombre d'exemplaires de cette carte que vous contrôlez. Mettez cette carte en jeu. Durant votre phase de redressement, votre proie brûle 1 point de réserve. N'importe quel serviteur peut brûler cette carte en action (D)."
100444,Casino des horreurs,"Lieu unique.
Vous pouvez l'incliner lorsqu'un vampire que vous contrôlez annonce une action non dirigée pour donner +1 en discrétion à ce vampire, même si de la discrétion n'est pas encore nécessaire."
100450,Langue du crocodile,"Seulement utilisable si un allié ou un vampire plus jeune tente de bloquer.
[aus] Cette tentative échoue et le contrôleur du serviteur qui bloque ne peut pas tenter de bloquer cette action à nouveau. Le serviteur qui bloque peut brûler 1 point de sang ou de vie pour annuler cette carte lorsqu'elle est jouée.
[AUS] Comme ci-dessus, mais annuler cette carte requiert 1 point de sang ou de vie supplémentaire."
100492,Braver l'aube,"[for] Les vampires ne peuvent pas bloquer cette action. Ce vampire subit 2 points de dégâts aggravés environnementaux qui ne peuvent être prévenus après résolution de l'action.
[FOR] Comme ci-dessus, mais ce vampire subit 1 point de dégâts aggravés environnementaux qui ne peuvent être prévenus."
102219,Écologie profonde,"Requiert un Anarch.
[ani] Seulement utilisable durant une action dirigée contre vous (ou une carte que vous contrôlez). +2 en interception.
[for] Réduisez de 2 une morsure contre vous.
[pro] Seulement utilisable par un vampire incliné. Ce vampire brûle 1 point de sang pour se redresser."
100515,Chant profond,"[ani] (D) Mordre à +1 en morsure.
[ANI] Frénésie. (D) Incliner et entrer en combat contre un vampire. Le vampire ciblé est considéré comme étant le serviteur qui agit durant ce combat."
100518,Déflexion,"Seulement utilisable si un serviteur est en train de vous mordre, après avoir renoncé à bloquer.
[dom] Inclinez ce vampire qui réagit. Redirigez la morsure vers un autre Mathusalem autre que le contrôleur du serviteur qui agit (ce Mathusalem peut tenter de bloquer).
[DOM] Comme ci-dessus, mais n'inclinez pas ce vampire."
100519,Manœuvres dilatoires,"Seulement utilisable durant l'étape de vote d'une action politique.
Annulez le référendum. Redressez le vampire qui agit. Si une carte d'action politique a été jouée pour appeler ce référendum, renvoyez-la dans la main de son propriétaire (ajuster la main). Les serviteurs contrôlés par le Mathusalem qui agit ne peuvent pas effectuer la même action politique à nouveau ce tour-ci."
100541,Día de los Muertos,"Pas plus d'un seul exemplaire ne peut être joué par partie.
Le premier référendum qu'un vampire du Sabbat que vous contrôlez appelle durant ce tour passe automatiquement (sautez l'étape de vote)."
100573,Dominer le bétail,"[dom] Action à +1 en discrétion. (D) Mordre à +1 en morsure.
[DOM] (D) Voler un lieu."
102220,Deux-doigts,"Loup-garou unique avec 3 points de vie. 1 en force, 1 en morsure.
Deux-doigts a +1 en discrétion. Si Deux-doigts a 2 points de vie ou moins durant votre phase de redressement, il gagne 1 point de vie."
100581,Lié par le Dragon,"Géhenne. À ne pas remplacer tant que cette carte est en jeu.
Durant la phase de défausse de chaque Mathusalem, ce Mathusalem brûle 1 point de réserve pour chaque vampire en torpeur sous son contrôle."
100588,Rêves du sphinx,"Unique.
Mettez cette carte en jeu. Vous pouvez l'incliner et lui ajouter 1 compteur pour, au choix : recevoir +2 en taille de main jusqu'à la fin du tour ; ou gagner 1 point de réserve durant votre phase de redressement si vous avez l'Avantage ; ou ajouter 1 point de sang à un vampire dans votre région incontrôlée. Brûlez cette carte si elle a 3 compteurs."
100597,Léger différend,"Requiert un Anarch.
[ani] Frapper : frappe à mains nues à +1 point de dégâts. Cette frappe ne peut pas être esquivée.
[cel] Frapper : esquiver, avec 1 frappe additionnelle (limité).
[pot] Frapper : frappe à mains nues à +2 points de dégâts."
100598,Vision d'aigle,"[aus] +1 en interception.
[AUS] Ce vampire tente de bloquer l'action en cours, en ignorant les restrictions normales liées à la proie, au prédateur ou à la cible qui s'appliquent au blocage."
100600,Maîtrise de la terre,"[pro] +1 en discrétion.
[PRO] +2 en discrétion."
100601,Fusion avec la terre,"[pro] Frapper : fin de combat.
[PRO] Comme ci-dessus et redresser ce vampire avant la fin du combat."
100609,Écoterroristes,"Lieu unique.
Vous pouvez l'incliner durant votre phase d'influence pour ajouter 1 point de sang à un Gangrel dans votre région incontrôlée."
100617,Usurpation de l'Ancien,"[obf] +1 en discrétion.
[OBF] Seulement utilisable si un serviteur tente de bloquer. Cette tentative échoue et le serviteur qui bloque ne peut pas tenter de bloquer cette action à nouveau."
100620,Bibliothèque antique,"Lieu unique.
+1 en taille de main."
100632,Élysée : le château de Versailles,"Lieu unique.
Vous pouvez l'incliner durant l'étape de vote d'une action politique pour donner +1 voix à chaque vampire de la Camarilla titré disponible que vous contrôlez."
100633,L'étreinte,"Action à +1 en discrétion. Requiert un vampire non stérile.
Mettez cette carte en jeu. Elle devient un vampire (non unique) de capacité 1 des mêmes clan et secte que le vampire qui agit et doit chasser ce tour-ci."
100640,Enchanter la descendance,"[pre] (D) Mordre à +1 en morsure.
[PRE] Action à +1 en discrétion. Ajouter 2 points de sang à un vampire plus jeune dans votre région incontrôlée."
102221,Regard enchanteur,"[pre][pro] +1 en discrétion.
[PRE][PRO] Comme ci-dessus et une fois durant cette action, vous pouvez brûler 1 de vos compteurs corruption d'un serviteur qui bloque pour faire échouer sa tentative de blocage et il ne peut pas tenter de bloquer cette action à nouveau."
100644,Sens surdéveloppés,"[aus] +1 en interception.
[AUS] +2 en interception."
100645,Pion d'Enkil,"Unique. Requiert un vampire de capacité 10 ou plus. Seulement utilisable après résolution d'une morsure réussie contre votre proie.
Mettez cette carte sur ce vampire. Ce vampire reçoit +1 en morsure. Durant la phase de serviteur de n'importe quel Mathusalem, ce vampire peut incliner cette carte pour effectuer une action."
100646,Théâtre d'Ennoia,"Lieu unique.
Vous pouvez l'incliner pour recevoir +1 en taille de main ce tour-ci. Vous pouvez l'incliner durant votre phase d'influence pour recevoir +1 transfert."
100651,Inhumation,"[obt] Frapper : brûler l'allié opposé.
[OBT] Frapper : envoyer le vampire opposé en torpeur."
100652,Envoûtement,"[pre] (D) Mordre à +1 en morsure.
[PRE] Action à +1 en discrétion. (D) Voler un allié contrôlé par un autre Mathusalem."
100680,Yeux d'Argus,"[aus] Seulement utilisable durant une action dirigée contre vous (ou une carte que vous contrôlez). +2 en interception.
[AUS] Seulement utilisable par un vampire incliné. Ce vampire se réveille (il n'a pas besoin d'être redressé pour jouer des cartes de réaction et tenter de bloquer jusqu'à la fin de l'action)."
100682,Vision du chaos,"Seulement utilisable durant une action de morsure.
[dem] +1 en morsure (limité).
[DEM] +2 en morsure (limité)."
102222,Yeux de la nature,"Seulement utilisable par un Gangrel incliné.
Ce Gangrel se redresse et tente de bloquer. Durant cette action, ce Gangrel peut brûler 1 point de sang pour recevoir +1 en interception. Inclinez ce Gangrel après résolution de l'action s'il n'a pas bloqué cette action."
100687,Nuit sans visage,"[obf] +1 en discrétion.
[OBF] Comme ci-dessus et tout serviteur qui tente de bloquer cette action et échoue est incliné avant résolution de l'action."
100698,Renommée,"Unique.
Mettez cette carte sur un vampire disponible. Le contrôleur de ce vampire brûle 3 points de réserve après que ce vampire va en torpeur. Durant la phase de redressement de chaque Mathusalem, si ce vampire est en torpeur, ce Mathusalem brûle 1 point de réserve."
100710,Peur de Mekhet,"Mettez cette carte sur un justicar ou membre du Cercle intérieur disponible et inclinez-le. Durant la phase de redressement de ce vampire, il brûle 5 points de sang. S'il ne peut pas brûler ces points de sang, il est brûlé ; sinon, son contrôleur déplace cette carte vers un autre justicar ou membre du Cercle intérieur, ou brûle cette carte s'il n'y en a pas d'autre."
100720,Fémur de Toomler,"Arme de mêlée unique.
Frapper : force+1 points de dégâts aggravés."
100744,Flash,"[cel] Manœuvrer ou poursuivre.
[CEL] Manœuvrer avec 1 poursuite optionnelle."
100747,Légèreté,"Action à +1 en discrétion.
[cel] (D) Mordre.
[CEL] (D) Entrer en combat contre un serviteur incliné. Ce vampire qui agit reçoit 1 manœuvre optionnelle durant ce combat."
100760,Réveil forcé,"Seulement utilisable par un vampire incliné.
Ce vampire se réveille (il n'a pas besoin d'être redressé pour jouer des cartes de réaction et tenter de bloquer jusqu'à la fin de l'action). S'il ne bloque pas cette action, il brûle 1 point de sang avant résolution de l'action."
100761,Marche forcée,"Un vampire ne peut en jouer qu'un seul exemplaire par tour.
[cel][for] Seulement utilisable après résolution d'une action réussie. Redressez ce vampire.
[CEL][FOR] +1 en discrétion. Après résolution de l'action, si l'action a été réussie, ce vampire peut brûler 1 point de sang pour se redresser."
100765,Présage de destruction,"Seulement utilisable durant une action de morsure.
[dom] +1 en morsure (limité).
[DOM] +3 en morsure si le Mathusalem ciblé a 9 points de réserve ou moins (limité)."
100770,Forme de corruption,"[ser] Mettez cette carte en jeu. Si votre proie reçoit à nouveau l'Avantage, vous pouvez ajouter 1 compteur à cette carte. Si le nombre de compteurs sur cette carte égale ou dépasse la quantité de points de sang sur un vampire contrôlé par votre proie durant votre phase de maître, vous pouvez brûler cette carte pour voler ce vampire. Un Mathusalem ne peut en avoir qu'un seul exemplaire.
[SER] Comme ci-dessus et votre proie brûle 1 point de réserve après que vous brûlez cette carte."
100771,Forme de brume,"[pro] Frapper : esquiver.
[PRO] Frapper : fin de combat. Si ce vampire agit et que l'action a été bloquée, il peut brûler 1 point de sang après la fin du combat pour continuer l'action avec +1 en discrétion comme si elle n'avait pas été bloquée, même si de la discrétion n'est pas encore nécessaire. Un vampire ne peut en jouer qu'un seul exemplaire au niveau supérieur par action."
102223,Forme de la chauve-souris,"[pro] [ACTION MODIFIER] Seulement utilisable si un serviteur tente de bloquer. Le serviteur qui bloque reçoit -1 en interception. Si cette action est bloquée, ce vampire reçoit 1 manœuvre optionnelle et ne peut pas utiliser d'équipement durant le combat résultant.
[PRO] [REACTION] +1 en interception. Si ce vampire bloque, il reçoit 1 manœuvre optionnelle et ne peut pas utiliser d'équipement durant le combat résultant."
102224,Forme du cobra,"[pro] [COMBAT] Frapper : voler 1 point de sang ou de vie (convertie en sang).
[PRO] [ACTION MODIFIER] Seulement utilisable lors de l'annonce de l'action. +1 en discrétion, même si de la discrétion n'est pas encore nécessaire."
102225,Forme du loup,"Seulement utilisable avant l'étape de manœuvre. Un vampire ne peut en jouer qu'un seul exemplaire par combat.
[pro] Ce vampire reçoit +1 en force ce combat.
[PRO] Comme ci-dessus et ce vampire gagne 1 poursuite optionnelle ce combat."
100779,Exposition de la fondation,"Lieu unique.
Chaque Toréador antitribu non titré que vous contrôlez reçoit +1 voix. N'importe quel vampire peut brûler cette carte en action (D) qui coûte 1 point de sang."
100788,Pulsion monstrueuse,"Seulement utilisable après résolution de l'action.
[for] Seulement utilisable si l'action a été réussie. Redressez ce vampire.
[FOR] Seulement utilisable si l'action a été bloquée. Redressez ce vampire."
100794,Assaut frontal,"Mettez cette carte en jeu. Chaque serviteur disponible que vous contrôlez peut entrer en combat contre un serviteur contrôlé par votre proie en action (D). Vous gagnez 1 point de réserve après qu'un serviteur disponible contrôlé par votre proie est brûlé ou envoyé en torpeur. Durant votre phase d'influence, brûlez cette carte et brûlez 1 point de réserve pour chaque serviteur disponible contrôlé par votre proie."
100800,Jeu de Malkav,"Chaque autre Mathusalem choisit en secret un nombre entre 1 et 5 inclus ; vous choisissez un nombre entre 1 et 6 inclus. Chaque Mathusalem tend sa main avec le nombre choisi de compteurs dedans. Révélez les choix simultanément. Chaque Mathusalem gagne la quantité de points de réserve qu'il a choisie sauf si un autre Mathusalem a choisi exactement 1 de moins que lui, auquel cas il brûle cette quantité de points de réserve à la place."
100824,Sang de géant,"Pas plus d'un seul exemplaire ne peut être joué par partie.
Choisissez n'importe quel vampire. Le vampire choisi gagne assez de points de sang pour atteindre sa capacité maximale."
100834,Coup superficiel,"À ne pas remplacer jusqu'à votre phase de redressement.
Prévenir 1 point de dégâts de la frappe du serviteur opposé."
100845,Diriger les indécis,"[dom] (D) Mordre à +2 en morsure.
[DOM] Action à +1 en discrétion. Ajouter 3 points de sang à un vampire plus jeune dans votre région incontrôlée."
100855,Gregory Winter,"Goule unique avec 4 points de vie. 1 en force, 1 en morsure.
Gregory peut voler 1 point de sang (converti en vie) d'un vampire contrôlé par un autre Mathusalem en action (D) à +1 en discrétion. Il peut brûler un vampire en torpeur pour gagner 2 points de vie en action (D). Durant votre phase de redressement, Gregory brûle 1 point de vie."
100863,Chiens de garde,"Seulement utilisable par un vampire incliné durant une action de morsure contre vous.
[ani] Redresser ce vampire.
[ANI] Comme ci-dessus, avec 1 manœuvre optionnelle durant le combat résultant si ce vampire bloque."
100866,Ange gardien,Mettez cette carte sur un vampire disponible que vous contrôlez. Ce vampire reçoit +1 en interception durant les actions de morsure contre vous. Ce vampire peut prévenir 1 point de dégâts durant chaque combat. Brûlez cette carte si ce vampire est en torpeur.
100882,Main de Conrad,"Unique.
Ce vampire reçoit le niveau supérieur de Puissance [POT]. Ce vampire peut déplacer un vampire de votre tas de cendres vers votre région incontrôlée en action."
102226,Loi d'Haqim : Châtiment,"Mettez cette carte en jeu. Durant une action de morsure, un Assamite que vous contrôlez peut défausser une carte de combat pour recevoir +1 en morsure."
100886,Harceler,"(D) Entrer en combat contre un vampire qui a 3 points de sang ou moins ou avec un serviteur incliné. Le serviteur qui agit reçoit 1 poursuite optionnelle, seulement utilisable pour continuer le combat, durant ce combat."
100897,Refuge exposé,Mettez cette carte sur un vampire disponible. N'importe quel serviteur peut entrer en combat contre ce vampire en action (D) à +1 en discrétion. Ce vampire peut brûler cette carte en action (D) à +1 en discrétion.
100903,Cœur de Nizchetus,"Unique.
Si son possesseur est disponible durant votre phase de redressement, vous pouvez piocher jusqu'à 3 cartes sans défausser et déplacer ensuite le même nombre de cartes de votre main vers le dessous de votre bibliothèque."
100904,Cœur de la ville,"Action à +1 en discrétion.
[pre] Mettre cette carte sur ce vampire. Ce vampire reçoit +1 en morsure. Un vampire ne peut en avoir qu'un seul exemplaire.
[PRE] Comme ci-dessus, mais ce vampire reçoit +2 en morsure."
100908,"Château de Heidelberg, Allemagne","Lieu unique.
Vous pouvez l'incliner pour déplacer des points de sang, des équipements et/ou des compagnons entre deux vampires disponibles que vous contrôlez. Non utilisable durant une action."
100913,Puissance héroïque,"Action à +3 en discrétion.
[pot] Mettre cette carte sur ce vampire. Ce vampire reçoit +1 en force. Ce vampire peut frapper : brûler un équipement. Brûlez cette carte si ce vampire est en torpeur. Un vampire ne peut en avoir qu'un seul exemplaire.
[POT] Comme ci-dessus, avec +1 en force supplémentaire et ce vampire peut frapper à toute portée : 2 points de dégâts."
100918,Force cachée,"[for] Prévenir X+1 points de dégâts.
[FOR] Comme ci-dessus, avec 1 poursuite optionnelle."
100932,Homoncule,"Compagnon avec 1 point de vie.
[pro] Durant la phase de redressement de n'importe quel Mathusalem, ce vampire peut brûler 1 point de sang pour se redresser.
[PRO] Comme ci-dessus, mais ce compagnon a 2 points de vie."
100934,Forme monstrueuse,"Seulement utilisable avant l'étape de manœuvre.
[vic] Ce vampire reçoit +1 en force ce combat.
[VIC] Comme ci-dessus et ce vampire peut prévenir 1 point de dégâts durant chaque round."
